1 ; 7 ; 2 ; 2021-09-15T00:00 ; 4 ;  
2 ; 13 ; 1 ; 2021-09-16T00:00 ; 4 ;  
3 ; 2 ; 4 ; 2021-09-17T00:00 ; 5 ;  
4 ; 19 ; 7 ; 2021-09-18T00:00 ; 3 ;  
5 ; 8 ; 1 ; 2021-09-19T00:00 ; 3 ;  
6 ; 21 ; 6 ; 2021-09-20T00:00 ; 4 ;  
7 ; 14 ; 7 ; 2021-09-21T00:00 ; 3 ;  
8 ; 24 ; 5 ; 2021-09-22T00:00 ; 4 ;  
9 ; 5 ; 4 ; 2021-09-23T00:00 ; 4 ;  
10 ; 9 ; 2 ; 2021-09-24T00:00 ; 3 ;  
11 ; 6 ; 2 ; 2021-09-25T00:00 ; 4 ;  
12 ; 4 ; 1 ; 2021-09-26T00:00 ; 4 ;  
13 ; 20 ; 2 ; 2021-09-27T00:00 ; 3 ;  
14 ; 15 ; 3 ; 2021-09-28T00:00 ; 3 ;  
15 ; 2 ; 4 ; 2021-09-29T00:00 ; 5 ;  
16 ; 4 ; 4 ; 2021-09-30T00:00 ; 3 ;  
17 ; 24 ; 5 ; 2021-10-01T00:00 ; 5 ;  
18 ; 4 ; 1 ; 2021-10-02T00:00 ; 4 ;  
19 ; 2 ; 1 ; 2021-10-03T00:00 ; 4 ;  
20 ; 21 ; 5 ; 2021-10-04T00:00 ; 5 ;  
21 ; 4 ; 2 ; 2021-10-05T00:00 ; 5 ;  
22 ; 3 ; 4 ; 2021-10-06T00:00 ; 3 ;  
23 ; 7 ; 1 ; 2021-10-07T00:00 ; 4 ;  
24 ; 3 ; 5 ; 2021-10-08T00:00 ; 4 ;  
25 ; 24 ; 7 ; 2021-10-09T00:00 ; 3 ;  
26 ; 25 ; 5 ; 2021-10-10T00:00 ; 5 ;  
27 ; 24 ; 4 ; 2021-10-11T00:00 ; 5 ;  
28 ; 4 ; 1 ; 2021-10-12T00:00 ; 4 ;  
29 ; 19 ; 5 ; 2021-10-13T00:00 ; 5 ;  
30 ; 18 ; 7 ; 2021-10-14T00:00 ; 4 ;  
31 ; 6 ; 1 ; 2021-10-15T00:00 ; 3 ;  
32 ; 13 ; 5 ; 2021-10-16T00:00 ; 5 ;  
33 ; 6 ; 5 ; 2021-10-17T00:00 ; 3 ;  
34 ; 8 ; 4 ; 2021-10-18T00:00 ; 5 ;  
35 ; 14 ; 7 ; 2021-10-19T00:00 ; 4 ;  
36 ; 9 ; 1 ; 2021-10-20T00:00 ; 4 ;  
37 ; 1 ; 3 ; 2021-10-21T00:00 ; 3 ;  
38 ; 20 ; 4 ; 2021-10-22T00:00 ; 4 ;  
39 ; 4 ; 6 ; 2021-10-23T00:00 ; 3 ;  
40 ; 19 ; 5 ; 2021-10-24T00:00 ; 5 ;  
41 ; 1 ; 4 ; 2021-10-25T00:00 ; 5 ;  
42 ; 19 ; 3 ; 2021-10-26T00:00 ; 4 ;  
43 ; 22 ; 6 ; 2021-10-27T00:00 ; 5 ;  
44 ; 23 ; 1 ; 2021-10-28T00:00 ; 5 ;  
45 ; 17 ; 3 ; 2021-10-29T00:00 ; 5 ;  
46 ; 3 ; 6 ; 2021-10-30T00:00 ; 3 ;  
47 ; 6 ; 7 ; 2021-10-31T00:00 ; 5 ;  
48 ; 2 ; 4 ; 2021-11-01T00:00 ; 3 ;  
49 ; 6 ; 4 ; 2021-11-02T00:00 ; 5 ;  
50 ; 6 ; 2 ; 2021-11-03T00:00 ; 4 ;  
51 ; 8 ; 3 ; 2021-11-04T00:00 ; 5 ;  
52 ; 11 ; 5 ; 2021-11-05T00:00 ; 5 ;  
53 ; 7 ; 4 ; 2021-11-06T00:00 ; 5 ;  
54 ; 14 ; 7 ; 2021-11-07T00:00 ; 5 ;  
55 ; 3 ; 2 ; 2021-11-08T00:00 ; 5 ;  
56 ; 8 ; 5 ; 2021-11-09T00:00 ; 4 ;  
57 ; 17 ; 7 ; 2021-11-10T00:00 ; 4 ;  
58 ; 17 ; 6 ; 2021-11-11T00:00 ; 3 ;  
59 ; 22 ; 3 ; 2021-11-12T00:00 ; 3 ;  
60 ; 11 ; 3 ; 2021-11-13T00:00 ; 3 ;  
61 ; 11 ; 3 ; 2021-11-14T00:00 ; 3 ;  
62 ; 24 ; 3 ; 2021-11-15T00:00 ; 4 ;  
63 ; 12 ; 6 ; 2021-11-16T00:00 ; 3 ;  
64 ; 19 ; 6 ; 2021-11-17T00:00 ; 5 ;  
65 ; 5 ; 4 ; 2021-11-18T00:00 ; 5 ;  
66 ; 13 ; 7 ; 2021-11-19T00:00 ; 5 ;  
67 ; 23 ; 4 ; 2021-11-20T00:00 ; 5 ;  
68 ; 22 ; 7 ; 2021-11-21T00:00 ; 5 ;  
69 ; 22 ; 4 ; 2021-11-22T00:00 ; 4 ;  
70 ; 15 ; 2 ; 2021-11-23T00:00 ; 3 ;  
71 ; 10 ; 7 ; 2021-11-24T00:00 ; 4 ;  
72 ; 23 ; 7 ; 2021-11-25T00:00 ; 4 ;  
73 ; 2 ; 1 ; 2021-11-26T00:00 ; 3 ;  
74 ; 12 ; 4 ; 2021-11-27T00:00 ; 3 ;  
75 ; 17 ; 2 ; 2021-11-28T00:00 ; 4 ;  
76 ; 23 ; 6 ; 2021-11-29T00:00 ; 4 ;  
77 ; 25 ; 7 ; 2021-11-30T00:00 ; 4 ;  
78 ; 17 ; 1 ; 2021-12-01T00:00 ; 5 ;  
79 ; 4 ; 3 ; 2021-12-02T00:00 ; 4 ;  
80 ; 19 ; 7 ; 2021-12-03T00:00 ; 3 ;  
81 ; 20 ; 5 ; 2021-12-04T00:00 ; 3 ;  
82 ; 24 ; 5 ; 2021-12-05T00:00 ; 3 ;  
83 ; 7 ; 6 ; 2021-12-06T00:00 ; 5 ;  
84 ; 3 ; 2 ; 2021-12-07T00:00 ; 5 ;  
85 ; 24 ; 4 ; 2021-12-08T00:00 ; 5 ;  
86 ; 9 ; 1 ; 2021-12-09T00:00 ; 4 ;  
87 ; 14 ; 7 ; 2021-12-10T00:00 ; 3 ;  
88 ; 14 ; 4 ; 2021-12-11T00:00 ; 5 ;  
89 ; 20 ; 6 ; 2021-12-12T00:00 ; 4 ;  
90 ; 11 ; 3 ; 2021-12-13T00:00 ; 3 ;  
91 ; 20 ; 7 ; 2021-12-14T00:00 ; 3 ;  
92 ; 8 ; 6 ; 2021-12-15T00:00 ; 4 ;  
93 ; 23 ; 2 ; 2021-12-16T00:00 ; 3 ;  
94 ; 14 ; 1 ; 2021-12-17T00:00 ; 5 ;  
95 ; 17 ; 4 ; 2021-12-18T00:00 ; 5 ;  
96 ; 2 ; 4 ; 2021-12-19T00:00 ; 5 ;  
97 ; 21 ; 2 ; 2021-12-20T00:00 ; 3 ;  
98 ; 10 ; 1 ; 2021-12-21T00:00 ; 3 ;  
99 ; 23 ; 1 ; 2021-12-22T00:00 ; 5 ;  
100 ; 2 ; 1 ; 2021-12-23T00:00 ; 4 ;  
101 ; 22 ; 3 ; 2021-12-24T00:00 ; 3 ;  
102 ; 22 ; 4 ; 2021-12-25T00:00 ; 5 ;  
103 ; 3 ; 7 ; 2021-12-26T00:00 ; 5 ;  
104 ; 23 ; 4 ; 2021-12-27T00:00 ; 4 ;  
105 ; 22 ; 7 ; 2021-12-28T00:00 ; 4 ;  
106 ; 11 ; 3 ; 2021-12-29T00:00 ; 5 ;  
107 ; 4 ; 5 ; 2021-12-30T00:00 ; 3 ;  
108 ; 15 ; 5 ; 2021-12-31T00:00 ; 3 ;  
109 ; 15 ; 2 ; 2022-01-01T00:00 ; 3 ;  
110 ; 18 ; 7 ; 2022-01-02T00:00 ; 5 ;  
111 ; 3 ; 7 ; 2022-01-03T00:00 ; 5 ;  
112 ; 14 ; 6 ; 2022-01-04T00:00 ; 5 ;  
113 ; 23 ; 1 ; 2022-01-05T00:00 ; 4 ;  
114 ; 6 ; 6 ; 2022-01-06T00:00 ; 3 ;  
115 ; 6 ; 1 ; 2022-01-07T00:00 ; 5 ;  
116 ; 1 ; 6 ; 2022-01-08T00:00 ; 4 ;  
117 ; 22 ; 4 ; 2022-01-09T00:00 ; 5 ;  
118 ; 20 ; 7 ; 2022-01-10T00:00 ; 5 ;  
119 ; 5 ; 4 ; 2022-01-11T00:00 ; 3 ;  
120 ; 23 ; 7 ; 2022-01-12T00:00 ; 3 ;  
121 ; 1 ; 3 ; 2022-01-13T00:00 ; 3 ;  
122 ; 20 ; 5 ; 2022-01-14T00:00 ; 5 ;  
123 ; 5 ; 6 ; 2022-01-15T00:00 ; 4 ;  
124 ; 6 ; 6 ; 2022-01-16T00:00 ; 3 ;  
125 ; 20 ; 5 ; 2022-01-17T00:00 ; 4 ;  
126 ; 15 ; 4 ; 2022-01-18T00:00 ; 5 ;  
127 ; 25 ; 5 ; 2022-01-19T00:00 ; 3 ;  
128 ; 15 ; 1 ; 2022-01-20T00:00 ; 4 ;  
129 ; 5 ; 5 ; 2022-01-21T00:00 ; 5 ;  
130 ; 2 ; 5 ; 2022-01-22T00:00 ; 3 ;  
131 ; 4 ; 2 ; 2022-01-23T00:00 ; 4 ;  
132 ; 7 ; 6 ; 2022-01-24T00:00 ; 4 ;  
133 ; 13 ; 1 ; 2022-01-25T00:00 ; 3 ;  
134 ; 5 ; 6 ; 2022-01-26T00:00 ; 5 ;  
135 ; 24 ; 1 ; 2022-01-27T00:00 ; 3 ;  
136 ; 20 ; 5 ; 2022-01-28T00:00 ; 5 ;  
137 ; 10 ; 5 ; 2022-01-29T00:00 ; 4 ;  
138 ; 3 ; 6 ; 2022-01-30T00:00 ; 4 ;  
139 ; 22 ; 5 ; 2022-01-31T00:00 ; 5 ;  
140 ; 14 ; 2 ; 2022-02-01T00:00 ; 5 ;  
141 ; 22 ; 7 ; 2022-02-02T00:00 ; 4 ;  
142 ; 22 ; 3 ; 2022-02-03T00:00 ; 5 ;  
143 ; 2 ; 6 ; 2022-02-04T00:00 ; 4 ;  
144 ; 4 ; 7 ; 2022-02-05T00:00 ; 3 ;  
145 ; 23 ; 7 ; 2022-02-06T00:00 ; 4 ;  
146 ; 7 ; 6 ; 2022-02-07T00:00 ; 3 ;  
147 ; 1 ; 7 ; 2022-02-08T00:00 ; 5 ;  
148 ; 1 ; 7 ; 2022-02-09T00:00 ; 4 ;  
149 ; 2 ; 7 ; 2022-02-10T00:00 ; 4 ;  
150 ; 14 ; 2 ; 2022-02-11T00:00 ; 3 ;  
151 ; 2 ; 6 ; 2022-02-12T00:00 ; 4 ;  
152 ; 8 ; 7 ; 2022-02-13T00:00 ; 4 ;  
153 ; 23 ; 1 ; 2022-02-14T00:00 ; 3 ;  
154 ; 6 ; 1 ; 2022-02-15T00:00 ; 5 ;  
155 ; 23 ; 7 ; 2022-02-16T00:00 ; 5 ;  
156 ; 10 ; 7 ; 2022-02-17T00:00 ; 5 ;  
157 ; 9 ; 4 ; 2022-02-18T00:00 ; 4 ;  
158 ; 7 ; 5 ; 2022-02-19T00:00 ; 3 ;  
159 ; 11 ; 2 ; 2022-02-20T00:00 ; 4 ;  
160 ; 10 ; 4 ; 2022-02-21T00:00 ; 3 ;  
161 ; 14 ; 7 ; 2022-02-22T00:00 ; 5 ;  
162 ; 7 ; 4 ; 2022-02-23T00:00 ; 3 ;  
163 ; 14 ; 5 ; 2022-02-24T00:00 ; 5 ;  
164 ; 25 ; 6 ; 2022-02-25T00:00 ; 3 ;  
165 ; 18 ; 4 ; 2022-02-26T00:00 ; 5 ;  
166 ; 9 ; 3 ; 2022-02-27T00:00 ; 5 ;  
167 ; 10 ; 7 ; 2022-02-28T00:00 ; 4 ;  
